objid,u,g,r,i,z,class,ug,gr,ri,iz
1.23765e+18,17.70824,16.610689999999998,16.19772,16.0625,16.00229,STAR,1.0975500000000018,0.41296999999999784,0.13522000000000034,0.06021000000000143
1.23765e+18,18.18974,17.237379999999998,16.89113,16.757270000000002,16.710520000000002,STAR,0.9523600000000023,0.3462499999999977,0.13385999999999854,0.0467499999999994
1.23765e+18,19.0764,17.78953,16.98818,16.60519,16.278589999999998,GALAXY,1.2868700000000004,0.8013499999999993,0.3829899999999995,0.32660000000000267
1.23765e+18,19.18013,18.07133,17.71771,17.48797,17.55667,GALAXY,1.1087999999999987,0.3536199999999994,0.2297399999999996,-0.06869999999999976
1.23765e+18,18.388479999999998,17.00188,16.37884,16.16978,16.0124,STAR,1.3865999999999978,0.6230399999999996,0.2090600000000009,0.15737999999999985
1.23765e+18,17.934070000000002,16.64581,16.22206,16.07029,16.06046,STAR,1.288260000000001,0.42375000000000185,0.15176999999999907,0.009830000000000894
1.23765e+18,19.03059,18.10673,17.82561,17.71227,17.6878,STAR,0.9238600000000012,0.2811199999999978,0.11334000000000088,0.02447000000000088
1.23765e+18,18.12978,17.174210000000002,16.751079999999998,16.5884,16.48527,STAR,0.955569999999998,0.423130000000004,0.16267999999999816,0.10313000000000017
1.23765e+18,18.15079,16.77761,16.2215,16.02345,15.919570000000002,STAR,1.3731800000000014,0.5561100000000003,0.1980499999999985,0.10387999999999842
1.23765e+18,19.52092,17.585620000000002,16.4269,15.944729999999998,15.56269,GALAXY,1.935299999999998,1.1587200000000024,0.48217000000000176,0.38203999999999816
1.23765e+18,18.905920000000002,17.466079999999998,16.85369,16.58687,16.418779999999998,STAR,1.4398400000000038,0.6123899999999978,0.26681999999999917,0.16809000000000296
1.23765e+18,17.7019,16.76073,16.487460000000002,16.381729999999997,16.33654,STAR,0.9411699999999996,0.27326999999999657,0.10573000000000476,0.045189999999998065
1.23765e+18,18.85351,17.97745,17.6112,17.456789999999998,17.40576,STAR,0.876059999999999,0.36625000000000085,0.15441000000000216,0.051029999999997244
1.23765e+18,18.75478,17.58247,17.080460000000002,16.87063,16.75911,STAR,1.1723099999999995,0.5020099999999985,0.20983000000000374,0.11151999999999873
1.23765e+18,18.33616,17.30684,16.929029999999997,16.78272,16.73807,STAR,1.0293199999999985,0.37781000000000375,0.14630999999999617,0.044650000000000745
1.23765e+18,19.1713,18.01316,17.42493,17.044929999999997,16.822370000000003,GALAXY,1.1581399999999995,0.5882299999999994,0.38000000000000256,0.22255999999999432
1.23765e+18,19.120829999999998,17.921889999999998,17.18494,16.7895,16.522579999999998,GALAXY,1.1989400000000003,0.7369499999999967,0.3954400000000007,0.2669200000000025
1.23765e+18,18.897070000000003,18.045189999999998,17.7501,17.6378,17.6124,STAR,0.8518800000000049,0.2950899999999983,0.11230000000000118,0.025399999999997647
1.23765e+18,19.48347,17.515220000000003,16.31651,15.83499,15.4368,GALAXY,1.9682499999999976,1.198710000000002,0.4815200000000015,0.3981899999999996
1.23765e+18,19.31764,18.38629,18.12009,17.9998,17.93916,STAR,0.9313500000000019,0.26619999999999777,0.12029000000000067,0.06063999999999936
1.23765e+18,17.964000000000002,16.396320000000003,15.74191,15.4828,15.32453,STAR,1.5676799999999993,0.6544100000000022,0.2591100000000015,0.1582699999999999
1.23765e+18,19.19383,18.202779999999997,17.90109,17.77634,17.74759,STAR,0.9910500000000013,0.3016899999999971,0.1247499999999988,0.028750000000002274
1.23765e+18,19.19752,18.07471,17.76889,17.6148,17.49577,GALAXY,1.1228100000000012,0.30582000000000065,0.15409000000000006,0.11902999999999864
1.23765e+18,19.266270000000002,18.16093,17.59907,17.2172,17.06311,GALAXY,1.1053400000000018,0.5618599999999994,0.3818700000000028,0.1540899999999965
1.23765e+18,19.38251,17.92302,17.11018,16.664920000000002,16.345579999999998,GALAXY,1.4594899999999988,0.8128400000000013,0.44525999999999755,0.31934000000000395
1.23765e+18,19.48702,18.51823,18.18637,18.06704,18.05865,STAR,0.968790000000002,0.33185999999999893,0.11933000000000149,0.008389999999998565
1.23765e+18,19.2634,17.67693,16.82551,16.423070000000003,16.13864,GALAXY,1.586470000000002,0.8514199999999974,0.4024399999999986,0.28443000000000396
1.23765e+18,19.31866,18.274070000000002,17.748839999999998,17.416179999999997,17.24165,GALAXY,1.0445899999999995,0.5252300000000041,0.3326600000000006,0.1745299999999972
1.23765e+18,18.73682,17.65075,17.23958,17.07875,17.03255,STAR,1.086070000000003,0.4111699999999985,0.1608300000000007,0.04619999999999891
1.23765e+18,19.29416,17.971339999999998,17.26079,16.860129999999998,16.56031,GALAXY,1.3228200000000037,0.7105499999999978,0.400660000000002,0.29981999999999687
1.23765e+18,19.48611,17.93822,17.21548,16.828529999999997,16.53911,GALAXY,1.5478899999999989,0.7227400000000017,0.38695000000000235,0.28941999999999624
1.23765e+18,19.31804,17.30973,16.17525,15.69015,15.312610000000001,GALAXY,2.0083100000000016,1.13448,0.4850999999999992,0.377539999999998
1.23765e+18,19.29157,17.3125,16.178620000000002,15.708979999999999,15.31378,GALAXY,1.97907,1.1338799999999978,0.4696400000000036,0.3951999999999991
1.23765e+18,19.38467,18.59734,18.12431,17.74761,17.63823,GALAXY,0.7873300000000008,0.47302999999999784,0.3766999999999996,0.10938000000000159
1.23765e+18,18.271729999999998,17.0717,16.65145,16.39055,16.27766,GALAXY,1.2000299999999982,0.42024999999999935,0.26089999999999947,0.11289000000000016
1.23765e+18,19.10892,17.76311,16.917939999999998,16.47233,16.19134,GALAXY,1.3458100000000002,0.8451700000000031,0.4456099999999985,0.2809899999999992
1.23765e+18,17.78707,16.12342,15.489339999999999,15.2674,15.140270000000001,STAR,1.6636500000000005,0.6340800000000009,0.22193999999999825,0.1271299999999993
1.23765e+18,17.54073,15.837060000000001,15.15225,14.914979999999998,14.82364,STAR,1.703669999999999,0.6848100000000006,0.2372700000000023,0.09133999999999887
1.23765e+18,18.44119,17.54684,17.27727,17.1878,17.20361,STAR,0.8943499999999993,0.2695699999999981,0.08947000000000216,-0.015810000000001878
1.23765e+18,19.13281,17.80045,17.2643,17.07242,16.98861,STAR,1.3323599999999978,0.5361500000000028,0.1918799999999976,0.08380999999999972
1.23765e+18,19.42387,18.24594,18.319329999999997,18.40867,18.526139999999998,STAR,1.17793,-0.07338999999999629,-0.08934000000000353,-0.1174699999999973
1.23765e+18,17.95812,16.9013,16.52805,16.39926,16.37399,STAR,1.0568200000000019,0.37324999999999875,0.12878999999999863,0.025270000000002568
1.23765e+18,16.344,14.854870000000002,14.29812,14.12055,14.08315,STAR,1.4891299999999994,0.556750000000001,0.17757000000000112,0.03739999999999988
1.23765e+18,19.34314,18.12056,17.55584,17.19446,16.9961,GALAXY,1.2225799999999971,0.5647200000000012,0.3613800000000005,0.19836000000000098
1.23765e+18,17.73398,16.84657,16.57527,16.48237,16.4738,STAR,0.8874099999999991,0.2713000000000001,0.0929000000000002,0.008569999999998856
1.23765e+18,17.37104,15.784870000000002,14.989820000000002,14.586739999999999,14.25872,GALAXY,1.5861699999999992,0.7950499999999998,0.40308000000000277,0.32801999999999865
1.23765e+18,19.51073,18.058510000000002,17.59638,17.33996,17.29404,GALAXY,1.452219999999997,0.46213000000000193,0.25641999999999854,0.0459200000000024
1.23765e+18,19.44424,18.23033,17.64066,17.2346,17.04825,GALAXY,1.213910000000002,0.5896699999999981,0.4060600000000001,0.1863500000000009
1.23765e+18,19.11186,17.90859,17.40774,17.19731,17.05761,GALAXY,1.2032699999999998,0.5008499999999998,0.21042999999999878,0.13970000000000127
1.23765e+18,18.6673,16.70426,15.81967,15.403129999999999,15.06115,GALAXY,1.9630399999999995,0.8845900000000011,0.41654000000000124,0.3419799999999995
1.23765e+18,19.045170000000002,17.876620000000003,17.49664,17.372870000000002,17.33316,STAR,1.1685499999999998,0.3799800000000033,0.12376999999999683,0.03971000000000302
1.23765e+18,17.944589999999998,16.51015,15.8354,15.40969,15.102520000000002,GALAXY,1.4344399999999986,0.6747499999999995,0.4257100000000005,0.3071699999999975
1.23765e+18,17.3725,16.25937,15.887270000000001,15.75644,15.71021,STAR,1.1131299999999982,0.37209999999999965,0.13083000000000133,0.04622999999999955
1.23765e+18,16.453789999999998,15.029620000000001,14.56318,14.40143,14.359000000000002,STAR,1.4241699999999966,0.4664400000000022,0.16174999999999962,0.04242999999999775
1.23765e+18,19.269270000000002,18.24939,17.96535,17.83665,17.80351,STAR,1.0198800000000041,0.2840399999999974,0.12870000000000203,0.0331399999999995
1.23765e+18,17.8271,16.23793,15.67866,15.494270000000002,15.41664,STAR,1.5891700000000029,0.5592699999999979,0.18438999999999872,0.07763000000000275
1.23765e+18,17.88776,16.52607,16.03367,15.850570000000001,15.805179999999998,STAR,1.3616899999999994,0.49239999999999995,0.1830999999999996,0.04539000000000293
1.23765e+18,19.58396,17.64963,16.730629999999998,16.29203,15.947020000000002,GALAXY,1.9343300000000028,0.9190000000000005,0.43859999999999744,0.3450099999999985
1.23765e+18,18.1781,16.135679999999997,15.287529999999999,14.898270000000002,14.564789999999999,GALAXY,2.0424200000000035,0.8481499999999986,0.3892599999999966,0.33348000000000333
1.23765e+18,18.38625,16.39808,15.40492,14.880120000000002,14.50048,GALAXY,1.9881700000000002,0.9931599999999996,0.524799999999999,0.379640000000002
1.23765e+18,18.77188,17.15955,16.35564,15.94145,15.65799,GALAXY,1.61233,0.8039099999999983,0.4141900000000014,0.2834599999999998
1.23765e+18,16.63374,15.54072,15.187439999999999,15.06259,15.03905,STAR,1.0930199999999992,0.3532800000000016,0.12484999999999857,0.02354000000000056
1.23765e+18,17.14849,15.83151,15.357529999999999,15.188870000000001,15.12737,STAR,1.3169799999999992,0.47398000000000096,0.16865999999999737,0.061500000000000554
1.23765e+18,16.23113,15.20485,14.954429999999999,14.8674,14.863010000000001,STAR,1.0262799999999999,0.25042000000000186,0.08702999999999861,0.004389999999999006
1.23765e+18,18.56268,17.14623,16.5559,16.29699,16.157,STAR,1.416450000000001,0.590329999999998,0.2589100000000002,0.13999000000000095
1.23765e+18,17.47383,16.418029999999998,16.07634,15.96205,15.902470000000001,STAR,1.0558000000000014,0.3416899999999998,0.11428999999999867,0.059579999999998634
1.23765e+18,19.38031,18.076520000000002,17.34212,16.863410000000002,16.50079,GALAXY,1.3037899999999993,0.7344000000000008,0.4787099999999995,0.3626200000000033
1.23765e+18,19.056160000000002,17.70945,16.99192,16.540760000000002,16.266189999999998,GALAXY,1.3467100000000016,0.71753,0.451159999999998,0.2745700000000042
1.23765e+18,18.95158,17.47266,16.70008,16.29777,15.990120000000001,GALAXY,1.4789199999999987,0.7725800000000014,0.40230999999999995,0.30764999999999887
1.23765e+18,19.11236,17.92701,17.423470000000002,17.0868,16.83476,GALAXY,1.1853499999999997,0.5035399999999974,0.3366700000000016,0.25204000000000093
1.23765e+18,18.867520000000003,17.33773,16.806829999999998,16.55789,16.389960000000002,GALAXY,1.529790000000002,0.5309000000000026,0.2489399999999975,0.16792999999999836
1.23765e+18,18.95785,18.08318,17.781779999999998,17.65689,17.61821,STAR,0.8746700000000018,0.301400000000001,0.12488999999999706,0.03867999999999938
1.23765e+18,17.80041,16.46003,15.90095,15.669629999999998,15.537720000000002,STAR,1.3403799999999997,0.5590799999999998,0.23132000000000197,0.13190999999999597
1.23765e+18,18.76266,17.25724,16.685129999999997,16.47563,16.38993,STAR,1.5054200000000009,0.5721100000000021,0.20949999999999847,0.08569999999999922
1.23765e+18,16.82701,15.300220000000001,14.730889999999999,14.5436,14.44859,STAR,1.52679,0.5693300000000026,0.18728999999999907,0.09501000000000026
1.23765e+18,19.01558,17.72445,17.181520000000003,16.97813,16.85652,STAR,1.291129999999999,0.5429299999999984,0.2033900000000024,0.12161000000000044
1.23765e+18,18.6769,17.78154,17.52458,17.422320000000003,17.38025,STAR,0.8953600000000002,0.2569599999999994,0.10225999999999758,0.042070000000002494
1.23765e+18,18.12173,16.849510000000002,16.38322,16.202720000000003,16.10719,STAR,1.2722199999999972,0.46629000000000076,0.18049999999999855,0.09553000000000367
1.23765e+18,18.82957,17.93844,17.56125,17.39783,17.33559,STAR,0.8911300000000004,0.3771899999999988,0.16342000000000212,0.062239999999999185
1.23765e+18,17.56939,16.61339,16.2723,16.13031,16.0821,STAR,0.9559999999999995,0.3410899999999977,0.14198999999999984,0.048210000000000974
1.23765e+18,19.56237,17.59451,16.7141,16.29138,15.95551,GALAXY,1.9678600000000017,0.8804100000000012,0.4227199999999982,0.3358699999999999
1.23765e+18,19.56588,18.63518,18.09855,17.7029,17.48965,GALAXY,0.9307000000000016,0.5366299999999988,0.39564999999999984,0.2132499999999986
1.23765e+18,18.45709,17.05875,16.56312,16.359720000000003,16.285339999999998,STAR,1.398340000000001,0.49562999999999846,0.20339999999999847,0.074380000000005
1.23765e+18,18.0872,16.64009,16.176270000000002,15.986260000000001,15.924370000000001,STAR,1.4471099999999986,0.46381999999999834,0.1900100000000009,0.06189
1.23765e+18,18.20489,17.12961,16.79656,16.62952,16.57625,STAR,1.0752799999999993,0.33305000000000007,0.16704000000000008,0.05326999999999771
1.23765e+18,19.39882,18.3913,17.856070000000003,17.46761,17.32818,GALAXY,1.0075199999999995,0.5352299999999985,0.388460000000002,0.13943000000000083
1.23765e+18,17.46669,16.360039999999998,15.878070000000001,15.656789999999999,15.56303,STAR,1.106650000000002,0.4819699999999969,0.22128000000000192,0.09375999999999962
1.23765e+18,17.70241,17.84848,18.157989999999998,18.389870000000002,18.71965,STAR,-0.14606999999999815,-0.3095099999999995,-0.23188000000000386,-0.3297799999999995
1.23765e+18,18.53678,17.96047,17.373,17.21301,17.182470000000002,GALAXY,0.5763099999999994,0.5874699999999997,0.15999000000000052,0.030539999999998457
1.23765e+18,19.288439999999998,17.89368,17.29176,17.058970000000002,16.92672,STAR,1.394759999999998,0.6019199999999998,0.23278999999999783,0.13225000000000264
1.23765e+18,17.5803,15.91818,15.3324,15.128879999999999,15.04031,STAR,1.6621200000000016,0.5857799999999997,0.20352000000000103,0.08856999999999893
1.23765e+18,17.58302,16.1223,15.614289999999999,15.4367,15.373429999999999,STAR,1.460720000000002,0.5080100000000005,0.17758999999999858,0.06327000000000105
1.23765e+18,18.97204,17.9849,17.666179999999997,17.43481,17.323520000000002,GALAXY,0.9871400000000001,0.31872000000000256,0.2313699999999983,0.11128999999999678
1.23765e+18,17.07819,15.49603,14.84319,14.54306,14.38931,STAR,1.58216,0.6528399999999994,0.30012999999999934,0.1537500000000005
1.23765e+18,19.43337,18.54425,18.21197,18.07626,17.99902,STAR,0.8891199999999984,0.3322800000000008,0.13570999999999955,0.07723999999999975
1.23765e+18,18.30903,17.08338,16.65224,16.48205,16.39475,STAR,1.2256500000000017,0.4311399999999992,0.17018999999999807,0.0873000000000026
1.23765e+18,16.67229,15.52946,15.16349,15.04075,15.002770000000002,STAR,1.14283,0.3659700000000008,0.1227400000000003,0.03797999999999746
1.23765e+18,18.04392,16.98619,16.67233,16.54937,16.49476,STAR,1.0577299999999994,0.3138600000000018,0.12295999999999907,0.05461000000000027
1.23765e+18,18.85257,17.86745,17.55789,17.43459,17.383570000000002,STAR,0.9851199999999984,0.30956000000000117,0.12330000000000041,0.05101999999999762
1.23765e+18,16.86535,15.811679999999999,15.47238,15.32898,15.273670000000001,STAR,1.0536700000000003,0.3392999999999997,0.14339999999999975,0.05530999999999864
1.23765e+18,17.71105,16.34725,15.830029999999999,15.602089999999999,15.47698,STAR,1.3638000000000012,0.51722,0.22794000000000025,0.1251099999999994
1.23765e+18,17.80165,16.61996,16.1181,15.85237,15.641570000000002,GALAXY,1.1816899999999997,0.5018600000000006,0.2657299999999978,0.210799999999999
1.23765e+18,18.66761,16.83642,15.953520000000001,15.514729999999998,15.16474,GALAXY,1.8311899999999994,0.8828999999999994,0.4387900000000027,0.34998999999999825
1.23765e+18,18.45831,17.09308,16.551460000000002,16.36101,16.27274,STAR,1.3652300000000004,0.5416199999999982,0.190450000000002,0.0882700000000014
1.23765e+18,19.45426,17.49314,16.74405,16.50129,16.340020000000003,STAR,1.961120000000001,0.7490899999999989,0.24276000000000053,0.16126999999999825
1.23765e+18,17.57672,16.30313,15.82177,15.6353,15.5685,STAR,1.2735900000000022,0.4813599999999987,0.1864699999999999,0.06680000000000064
1.23765e+18,18.41814,17.17549,16.63656,16.31784,16.1021,GALAXY,1.2426500000000011,0.5389300000000006,0.318719999999999,0.21574000000000026
1.23765e+18,19.16261,17.45277,16.81324,16.561239999999998,16.44654,STAR,1.7098399999999998,0.6395300000000006,0.25200000000000244,0.11469999999999914
1.23765e+18,17.37496,16.065520000000003,15.63478,15.48339,15.423210000000001,STAR,1.3094399999999986,0.4307400000000037,0.15138999999999925,0.06017999999999901
1.23765e+18,18.81535,16.69037,15.708829999999999,15.31833,14.85697,GALAXY,2.124979999999997,0.9815400000000025,0.3904999999999994,0.4613599999999991
1.23765e+18,18.02848,16.65369,16.06824,15.827210000000001,15.70943,STAR,1.3747899999999973,0.5854500000000016,0.24102999999999852,0.11778000000000155
1.23765e+18,17.33813,15.96866,15.496720000000002,15.332820000000002,15.27834,STAR,1.3694699999999997,0.47193999999999825,0.16389999999999993,0.05448000000000164
1.23765e+18,19.48367,18.1998,17.555220000000002,17.15322,16.937520000000003,GALAXY,1.2838700000000003,0.6445799999999977,0.402000000000001,0.21569999999999823
1.23765e+18,16.52364,15.40187,15.08259,14.97577,14.950879999999998,STAR,1.1217699999999997,0.3192800000000009,0.10681999999999903,0.024890000000002743
1.23765e+18,16.97457,15.7859,15.32505,15.160910000000001,15.088770000000002,STAR,1.1886700000000001,0.46085000000000065,0.16413999999999795,0.0721399999999992
1.23765e+18,16.75927,15.620120000000002,15.040999999999999,14.71669,14.44965,GALAXY,1.139149999999999,0.5791200000000032,0.32430999999999877,0.2670399999999997
1.23765e+18,18.70255,17.71797,17.34371,17.17482,17.1185,STAR,0.9845799999999976,0.3742599999999996,0.1688900000000011,0.05631999999999948
1.23765e+18,19.54733,18.17471,17.46927,17.09822,16.84518,GALAXY,1.3726199999999977,0.7054399999999994,0.3710500000000003,0.25304000000000215
1.23765e+18,19.20287,16.59277,15.706579999999999,15.251029999999998,14.89744,GALAXY,2.610099999999999,0.8861900000000027,0.45555000000000057,0.35358999999999874
1.23765e+18,19.07784,18.06951,17.70663,17.49811,17.31405,GALAXY,1.0083299999999973,0.36288000000000054,0.20852000000000004,0.18405999999999878
1.23765e+18,19.06822,17.80601,17.33803,17.16516,17.09147,STAR,1.2622099999999996,0.46798000000000073,0.17286999999999964,0.07368999999999915
1.23765e+18,17.89559,16.71264,16.2921,16.1399,16.07841,STAR,1.1829499999999982,0.420539999999999,0.15220000000000056,0.061489999999999156
1.23765e+18,19.14528,18.19967,17.89295,17.78337,17.73488,STAR,0.9456099999999985,0.3067200000000021,0.10957999999999757,0.04849000000000103
1.23765e+18,19.47595,18.6116,18.52926,18.76056,18.28581,STAR,0.8643500000000017,0.08233999999999853,-0.23130000000000095,0.4747500000000002
1.23765e+18,17.274379999999997,16.148789999999998,15.720189999999999,15.48375,15.350729999999999,GALAXY,1.125589999999999,0.4285999999999994,0.2364399999999982,0.13302000000000191
1.23765e+18,18.9146,17.67455,16.96098,16.574820000000003,16.290570000000002,GALAXY,1.24005,0.7135700000000007,0.38615999999999673,0.2842500000000001
1.23765e+18,16.93221,15.56652,14.920860000000001,14.58185,14.3252,GALAXY,1.3656900000000007,0.6456599999999995,0.3390100000000018,0.2566499999999987
1.23765e+18,18.73475,17.79811,17.46425,17.345660000000002,17.29465,STAR,0.936639999999997,0.3338600000000014,0.11858999999999753,0.051010000000001554
1.23765e+18,19.5796,17.68983,16.74287,16.33313,16.0111,GALAXY,1.8897699999999986,0.9469600000000007,0.4097399999999993,0.3220300000000016
1.23765e+18,19.33625,17.34765,16.35417,15.91167,15.58279,GALAXY,1.9885999999999981,0.9934800000000017,0.442499999999999,0.3288800000000016
1.23765e+18,18.371589999999998,16.28451,15.445920000000001,15.16673,15.012270000000001,STAR,2.0870799999999967,0.83859,0.2791900000000016,0.1544599999999985
1.23765e+18,19.28787,17.52747,16.759079999999997,16.419610000000002,16.23461,STAR,1.7604000000000006,0.7683900000000037,0.33946999999999505,0.18500000000000227
1.23765e+18,18.44022,18.02603,17.97474,18.0135,18.121170000000003,STAR,0.4141900000000014,0.05128999999999806,-0.038759999999999906,-0.10767000000000237
1.23765e+18,19.26163,17.71671,17.12826,16.895129999999998,16.79474,STAR,1.5449200000000012,0.5884499999999981,0.23313000000000272,0.10038999999999731
1.23765e+18,18.72794,17.20167,16.65129,16.436970000000002,16.32,STAR,1.5262700000000002,0.5503800000000005,0.21431999999999718,0.11697000000000202
1.23765e+18,19.24336,17.86197,17.30386,17.06635,16.94732,STAR,1.3813899999999997,0.5581099999999992,0.23751000000000033,0.11902999999999864
1.23765e+18,19.57003,17.3458,16.40484,16.056929999999998,15.8713,STAR,2.2242299999999986,0.9409600000000005,0.3479100000000024,0.18562999999999796
1.23765e+18,19.49442,17.999579999999998,17.41921,17.21484,17.10793,STAR,1.4948400000000035,0.5803699999999985,0.20437000000000083,0.10690999999999917
1.23765e+18,19.03802,17.42171,16.71644,16.41698,16.237460000000002,STAR,1.6163099999999986,0.7052700000000023,0.29945999999999984,0.17951999999999657
1.23765e+18,18.75202,17.90223,17.58861,17.45896,17.41188,STAR,0.8497900000000023,0.31362000000000023,0.12964999999999804,0.04708000000000112
1.23765e+18,19.43955,18.52889,18.24026,18.134120000000003,18.056729999999998,STAR,0.91066,0.2886300000000013,0.10613999999999635,0.07739000000000473
1.23765e+18,18.7746,17.64604,17.228920000000002,17.07624,17.01672,STAR,1.1285600000000002,0.41711999999999705,0.1526800000000037,0.05951999999999913
1.23765e+18,17.987920000000003,16.4793,15.89139,15.689639999999999,15.578970000000002,STAR,1.508620000000004,0.587909999999999,0.20175000000000054,0.11066999999999716
1.23765e+18,18.21947,16.941760000000002,16.4855,16.348679999999998,16.28067,STAR,1.277709999999999,0.4562600000000039,0.13682000000000016,0.06800999999999746
1.23765e+18,18.72254,17.38212,16.82234,16.65747,16.55055,STAR,1.3404199999999982,0.5597799999999999,0.16487000000000052,0.1069199999999988
1.23765e+18,17.884420000000002,16.96119,16.642870000000002,16.53269,16.48384,STAR,0.9232300000000038,0.3183199999999964,0.11018000000000328,0.04884999999999806
1.23765e+18,18.605439999999998,17.67091,17.419829999999997,17.32616,17.2992,STAR,0.9345299999999988,0.25108000000000175,0.09366999999999592,0.026960000000002537
1.23765e+18,17.59142,16.66143,16.42614,16.34742,16.323629999999998,STAR,0.9299900000000001,0.2352899999999991,0.07872000000000057,0.023790000000001754
1.23765e+18,17.00244,15.55892,14.93361,14.58515,14.328710000000001,GALAXY,1.4435199999999995,0.6253100000000007,0.3484599999999993,0.25643999999999956
1.23765e+18,19.51547,18.58734,18.33786,18.235229999999998,18.24343,STAR,0.9281299999999995,0.24948000000000192,0.10263000000000133,-0.008200000000002206
1.23765e+18,19.25605,18.11174,17.348679999999998,16.93481,16.685579999999998,GALAXY,1.1443099999999973,0.763060000000003,0.4138699999999993,0.24923000000000073
1.23765e+18,17.52671,16.10266,15.5727,15.35048,15.24569,STAR,1.4240500000000011,0.5299600000000009,0.22222000000000008,0.1047899999999995
1.23765e+18,18.04508,16.81564,16.39389,16.24002,16.18995,STAR,1.2294400000000003,0.4217499999999994,0.15386999999999773,0.05007000000000161
1.23765e+18,17.43719,16.50009,16.13932,16.01473,15.95873,STAR,0.9371000000000009,0.3607699999999987,0.12459000000000131,0.05600000000000094
1.23765e+18,16.26559,15.31763,15.035260000000001,14.923720000000001,14.86764,STAR,0.9479600000000001,0.28236999999999846,0.11153999999999975,0.05608000000000146
1.23765e+18,17.14242,15.63551,15.02396,14.789979999999998,14.650139999999999,STAR,1.5069100000000013,0.6115499999999994,0.23398000000000252,0.13983999999999952
